skill,salary
information technology,195360.0
security coding,195360.0
containerization,195360.0
Kubernetes,195360.0
relational databases,195360.0
RESTful architecture,195360.0
cloud-based services,195360.0
Continuous Integration,195360.0
Continuous Delivery,195360.0
Java,195360.0
Python,195360.0
real-time data processing,195360.0
Kafka,195360.0
Financial planning systems,195360.0
communication skills,195360.0
Inorganic Chemistry,150000.0
Materials Synthesis,150000.0
Processing,150000.0
Characterization,150000.0
Scaling Chemical Processes,150000.0
Script Writing/Programming,150000.0
Specialized Processing Equipment,150000.0
Advanced Material and Reaction Characterization Techniques,150000.0
Multi-phase Chemical Reactions,150000.0
Written and Verbal Communication Skills,150000.0
analytics,142088.5
reporting,142088.5
data-driven insights,142088.5
payment security,142088.5
business logics,142088.5
strategic initiatives,142088.5
data visualization,142088.5
coding,142088.5
risk analytics,142088.5
data science,142088.5
software development,173500.0
C/C++,173500.0
Java,173500.0
Rust,173500.0
Python,173500.0
design,173500.0
code reviews,173500.0
efficiency,173500.0
scalability,173500.0
stability,173500.0
RF chip technology,113567.0
acoustic-wave filters,113567.0
XBAR® technology,113567.0
software development,113567.0
3D physical modeling,113567.0
filter design,113567.0
cloud compute,113567.0
Computational Software Development,113567.0
MATLAB,113567.0
Python/numPy,113567.0
C#,113567.0
VBA,113567.0
Linux,113567.0
Microsoft Windows,113567.0
C++,113567.0
linear algebra,113567.0
REST API,113567.0
JIRA,113567.0
git,113567.0
Mercurial,113567.0
SVN,113567.0
electronic circuits,113567.0
schematics,113567.0
circuit engineering,113567.0
software development,23500.0
C programming,23500.0
Python programming,23500.0
embedded devices,23500.0
fire-alarm monitoring systems,23500.0
data structures,23500.0
loops,23500.0
functions,23500.0
Arduino,23500.0
Raspberry Pi,23500.0
Operational excellence,115000.0
Strategic thinking,115000.0
Process improvement,115000.0
User acquisition,115000.0
Retention and reactivation campaigns,115000.0
Operational efficiency,115000.0
Customer satisfaction,115000.0
Business performance,115000.0
Data analysis,115000.0
Communication skills,115000.0
data engineer,142500.0
ETL pipelines,142500.0
data warehouse,142500.0
software engineers,142500.0
BigQuery,142500.0
analytics,142500.0
targeting problems,142500.0
cloud platforms,142500.0
data tooling,142500.0
infrastructure management,142500.0
Statistical Scientist,132500.0
Data Sciences,132500.0
exploratory data analysis,132500.0
statistical inference,132500.0
predictive modeling,132500.0
risk analysis methodologies,132500.0
experimental design,132500.0
Bayesian statistics,132500.0
machine learning,132500.0
programming skills,132500.0
ESRI ArcGIS,100320.0
GIS Server,100320.0
GeoEvent Server,100320.0
GeoAnalytics Server,100320.0
Image Server,100320.0
Portal,100320.0
WebAppBuilder,100320.0
ArcGIS Enterprise,100320.0
ArcGIS Online,100320.0
ArcObjects development,100320.0
ARC FM,100320.0
Python,100320.0
REST APIs,100320.0
.Net core,100320.0
Angular,100320.0
React,100320.0
Node JS,100320.0
Web Development,100320.0
JavaScript,100320.0
HTML5,100320.0
CSS3,100320.0
jQuery,100320.0
Dojo,100320.0
Version Control System,100320.0
TFS,100320.0
Git,100320.0
VFX Artist,89707.2
collaboration,89707.2
resourcefulness,89707.2
versatility,89707.2
visual effects,89707.2
particle systems,89707.2
shader programming,89707.2
Maya,89707.2
Max,89707.2
Photoshop,89707.2
Java,154125.0
Python,154125.0
JavaScript,154125.0
Microservices,154125.0
Scrum,154125.0
Unit testing,154125.0
Integration testing,154125.0
Software Development Life Cycle,154125.0
Agile methodologies,154125.0
Front-end technologies,154125.0
data analysis,121550.0
data science,121550.0
analytics,121550.0
digital marketing,121550.0
rigorous analytical techniques,121550.0
data skills,121550.0
cross team collaboration,121550.0
data-driven recommendations,121550.0
visualization,121550.0
statistical techniques,121550.0
Python,140000.0
Javascript,140000.0
Web applications,140000.0
Scalability,140000.0
Backend code,140000.0
Object Oriented Programming,140000.0
Service Oriented Architecture,140000.0
Redis,140000.0
Memcache,140000.0
Node.js,140000.0
data scientist,160000.0
machine learning,160000.0
Python,160000.0
predictive maintenance,160000.0
digital signals processing,160000.0
NumPy,160000.0
Pandas,160000.0
scikit-learn,160000.0
TensorFlow,160000.0
PyTorch,160000.0
Data Engineer,152100.0
Data Engineering,152100.0
Data Repositories,152100.0
Crop Protection,152100.0
Data Modeling,152100.0
Analytics,152100.0
AWS,152100.0
GCP,152100.0
Kafka,152100.0
SQL,152100.0
Data Analyst,95650.0
research,95650.0
develop,95650.0
test,95650.0
data methodologies,95650.0
data sets,95650.0
transforming complex data,95650.0
client-facing,95650.0
System Engineering,95650.0
Model-Based Systems Engineering,95650.0
technical knowledge,95650.0
analytical mindset,95650.0
consulting,95650.0
communication skills,95650.0
data analytics,95650.0
databases,95650.0
scripting languages,95650.0
SQL,95650.0
Python,95650.0
Microsoft Office Suite,95650.0
quantitative,95650.0
qualitative metrics,95650.0
key performance indicators,95650.0
data visualization,95650.0
graphs,95650.0
tables,95650.0
PowerPoint slides,95650.0
communication,95650.0
big data,95650.0
digital engineering tools,95650.0
DoD systems,95650.0
modeling,95650.0
requirements tools,95650.0
Magic Draw,95650.0
Cameo,95650.0
Sparx Enterprise Architect,95650.0
IBM Rhapsody,95650.0
DOORS,95650.0
SIEM tool,95650.0
TS/SCI clearance,95650.0
security investigation,95650.0
Secret clearance,95650.0
CS,95650.0
Engineering,95650.0
Mathematics,95650.0
DoD,95650.0
analyzing,95650.0
visualizing large data,95650.0
SIEM tool,95650.0
TS/SCI clearance,95650.0
distributed services,181000.0
identity management,181000.0
programming languages,181000.0
distributed systems,181000.0
technical projects,181000.0
API design,181000.0
unit testing,181000.0
Identity and Access,181000.0
identity authentication,181000.0
access management,181000.0
quantitative research,228113.39
data analysis,228113.39
statistical modeling,228113.39
machine learning,228113.39
programming,228113.39
probability,228113.39
statistics,228113.39
data structures,228113.39
algorithmic complexities,228113.39
numerical algorithms,228113.39
software engineering,132000.0
C/C++ programming,132000.0
data structures,132000.0
algorithms,132000.0
debugging,132000.0
source control systems,132000.0
Linux,132000.0
Python,132000.0
TCL,132000.0
SQL,132000.0
data integration,76500.0
paid search,76500.0
paid social,76500.0
SEO,76500.0
CTV,76500.0
display,76500.0
A/B testing,76500.0
conversion rate optimization,76500.0
UX design,76500.0
web design,76500.0
product strategy,189000.0
data analysis,189000.0
metrics computation,189000.0
experimental design,189000.0
qualitative methods,189000.0
opportunity evaluation,189000.0
data visualization,189000.0
Python,189000.0
Pandas,189000.0
SQL,189000.0
Cybersecurity,118966.44
Software Engineer,118966.44
Linux OS,118966.44
Software Design,118966.44
Software Development,118966.44
Integration,118966.44
Scripting Languages,118966.44
Python,118966.44
Bash,118966.44
Encryption,118966.44
Web Front-End Development,118500.0
UI/UX Design,118500.0
React,118500.0
JavaScript,118500.0
APIs,118500.0
REST endpoints,118500.0
Angular,118500.0
Vue.js,118500.0
HTML5,118500.0
CSS3,118500.0
AI customer service,161975.0
dialogue,161975.0
FAQ,161975.0
prompt engineering,161975.0
system scalability,161975.0
reliability,161975.0
sustainability,161975.0
velocity,161975.0
architecture efficiency,161975.0
Linux systems,161975.0
JavaScript,161975.0
Python,161975.0
Go,161975.0
C++,161975.0
problem-solving,161975.0
attention to detail,161975.0
collaboration skills,161975.0
deep learning frameworks,161975.0
TensorFlow/PyTorch,161975.0
distributed training,161975.0
distillation acceleration,161975.0
large language models,161975.0
prompt engineering,161975.0
machine learning,67999.5
recommender systems,67999.5
statistics,67999.5
computer science,67999.5
operations research,67999.5
deep learning,67999.5
Python,67999.5
programming languages,67999.5
economics,67999.5
behavioral science,67999.5
application software,132500.0
engineer,132500.0
software solutions,132500.0
full stack development,132500.0
programming,132500.0
version control,132500.0
continuous integration,132500.0
testing,132500.0
build systems,132500.0
UNIX-like operating systems,132500.0
machine learning,67999.5
recommender systems,67999.5
statistics,67999.5
computer science,67999.5
operations research,67999.5
deep learning,67999.5
Python,67999.5
programming languages,67999.5
economics,67999.5
behavioral science,67999.5
bioinformatics,78408.0
genome assembly,78408.0
NGS Bioinformatics,78408.0
programming languages,78408.0
Python,78408.0
R,78408.0
Linux,78408.0
AWS,78408.0
HPC,78408.0
communication skills,78408.0
Cyber Threat Detection,86000.0
Automated System,86000.0
Threat Detection,86000.0
Security Teams,86000.0
SIEM,86000.0
Dashboards and Reports,86000.0
Security Tools,86000.0
System Integration,86000.0
Technical Reports,86000.0
Threat Research,86000.0
Data Scientist,130000.0
analytical skills,130000.0
technical skills,130000.0
Data Science,130000.0
biostatistics,130000.0
mathematical background,130000.0
data models,130000.0
data products,130000.0
analysis,130000.0
datasets,130000.0
NLP techniques,130000.0
textual data,130000.0
classifying,130000.0
characterizing,130000.0
data manipulation,130000.0
data modelling,130000.0
ML,130000.0
NLP toolsets,130000.0
graph databases,130000.0
version control,130000.0
statistical principles,130000.0
technical support,65000.0
troubleshooting,65000.0
problem-solving,65000.0
communication,65000.0
customer service,65000.0
AWS,65000.0
systems troubleshooting,65000.0
database systems,65000.0
networking,65000.0
web applications,65000.0
Python,109866.24
coding,109866.24
programming,109866.24
teaching,109866.24
problem solving,109866.24
object-oriented programming,109866.24
academic tutoring,109866.24
grading,109866.24
instructional experience,109866.24
professionalism,109866.24
Machine Learning,119500.0
Geophysics,119500.0
Seismology,119500.0
Physics,119500.0
Mathematics,119500.0
Statistics,119500.0
Python,119500.0
Numpy,119500.0
Scipy,119500.0
Matplotlib,119500.0
Clinical Data Visualization,176415.36
Collaboration,176415.36
Interactive Data Visualization,176415.36
Data Analytics,176415.36
Technical Support,176415.36
Programming,176415.36
R/R-Shiny,176415.36
SAS,176415.36
Python,176415.36
Spotfire,176415.36
Embedded Software,84125.0
RF,84125.0
Telemetry,84125.0
EW,84125.0
Electrical RF,84125.0
Mechanical Principles,84125.0
Software Development,84125.0
Linux,84125.0
Windows,84125.0
Object Oriented Design,84125.0
Debugging,84125.0
Measurement Tools,84125.0
UI Design,84125.0
Multi-threaded Applications,84125.0
Event Loop Driven Applications,84125.0
Revision Control Software,84125.0
ARM Experience,84125.0
Build Systems,84125.0
Scripting,84125.0
Servo Control,84125.0
PID Loops,84125.0
Filters,84125.0
Communication Protocols,84125.0
Engineering Principles,84125.0
backend development,171950.0
large-scale applications,171950.0
Go,171950.0
Java,171950.0
C++,171950.0
Python,171950.0
computer architectures,171950.0
data structures,171950.0
algorithms,171950.0
communication,171950.0
teamwork,171950.0
Computational Chemistry,173500.0
Ab-initio simulations,173500.0
DFT,173500.0
Molecular dynamics,173500.0
Multiscale simulations,173500.0
Machine Learning,173500.0
Analytical problem solving,173500.0
Research communication,173500.0
Electroactive materials,173500.0
Custom DFT codes,173500.0
C/C++ programming,162500.0
Unix/Linux platforms,162500.0
Linux/Unix,162500.0
shell scripting,162500.0
Java,162500.0
Python,162500.0
TCP,162500.0
Multicast,162500.0
multi-threaded applications,162500.0
debugging,162500.0
Source Control Management,162500.0
unit testing,162500.0
SDLC,162500.0
written and verbal skills,162500.0
Computer Science,162500.0
MySQL,162500.0
Postgres,162500.0
market data behavior,162500.0
High Throughput,162500.0
Low Latency systems,162500.0
cloud-based application development,162500.0
grafana,162500.0
data scientist,124950.0
data analytics,124950.0
machine learning,124950.0
statistical modeling,124950.0
optimization,124950.0
SQL,124950.0
Python,124950.0
R,124950.0
communication,124950.0
cloud platforms,124950.0
customer success,130000.0
technical expertise,130000.0
product solutions,130000.0
best practices,130000.0
post-sales engagement,130000.0
customer experience,130000.0
strategic relationships,130000.0
product management,130000.0
engineering,130000.0
R&D teams,130000.0
Software Engineering,103750.0
Embedded Systems,103750.0
Object Oriented Programming,103750.0
Cloud Computing,103750.0
Data Analysis,103750.0
Agile Development,103750.0
Software Testing,103750.0
Software Integration,103750.0
Autonomous Vehicle Development,103750.0
Quality Assurance,103750.0
quantitative research,61290.24
manipulating large datasets,61290.24
R,61290.24
python,61290.24
manipulating geospatial datasets,61290.24
social science research methods,61290.24
econometrics,61290.24
sociology,61290.24
geography,61290.24
economics,61290.24
immunological assays,41616.96
flow cytometry,41616.96
ELISA,41616.96
ELISPOT,41616.96
luminex,41616.96
molecular biology,41616.96
cell culture,41616.96
Western Blot,41616.96
qPCR,41616.96
plasmid cloning,41616.96
Spacecraft Operator,116500.0
satellite data,116500.0
synthetic aperture radar,116500.0
commanding,116500.0
controlling,116500.0
monitoring,116500.0
tasking,116500.0
mission-critical analysis,116500.0
collection tasking,116500.0
hardware,116500.0
software,116500.0
collection management,116500.0
Space Operations,116500.0
on-orbit satellites,116500.0
mission plans,116500.0
on-orbit CONOPS,116500.0
automated workflows,116500.0
anomaly resolution,116500.0
conjunction assessment,116500.0
orbital maintenance,116500.0
mission planning,116500.0
spacecraft modeling,116500.0
simulation,116500.0
mission design,116500.0
systems engineering,116500.0
orbital mechanics,116500.0
attitude control,116500.0
LEO GNC systems,116500.0
spacecraft propulsion,116500.0
flight software,116500.0
rendezvous procedures,116500.0
MATLAB,116500.0
Python,116500.0
STK,116500.0
GMAT,116500.0
Free Flyer,116500.0
version control software,116500.0
communications skills,116500.0
collaborative,116500.0
fast-paced development environment,116500.0
high-level tasks,116500.0
off hour shifts,116500.0
Flexible Vacation,116500.0
Paid Sick Time,116500.0
Family Leave,116500.0
Medical,116500.0
Dental,116500.0
Vision,116500.0
Life,116500.0
LTD,116500.0
Vol Life,116500.0
401(k) Plan,116500.0
Stock Options,116500.0
Equal Opportunity Employer,116500.0
inclusion and diversity,116500.0
Employment Eligibility Verification,116500.0
ITAR/EAR Requirements,116500.0
Pay Transparency,116500.0
data analytics,260500.0
business intelligence,260500.0
customer insights,260500.0
analytics engineering,260500.0
management,260500.0
leadership,260500.0
business acumen,260500.0
customer journey,260500.0
statistical analysis,260500.0
communication skills,260500.0
GIS,38016.0
data entry,38016.0
analysis,38016.0
editing,38016.0
ArcGIS Pro,38016.0
ArcGIS Online/Portal,38016.0
Python,38016.0
SQL,38016.0
JavaScript,38016.0
FME,38016.0
data analysis,66300.0
programmatic reports,66300.0
technical reports,66300.0
quantitative evaluation,66300.0
qualitative evaluation,66300.0
spatial data,66300.0
technical documentation,66300.0
standard operating procedures,66300.0
spatial data portals,66300.0
analytical software/programming languages,66300.0
Java,130000.0
Springboot,130000.0
Python,130000.0
REST,130000.0
API,130000.0
Code reviews,130000.0
Scrum,130000.0
Design review,130000.0
Telecommuting,130000.0
Travel,130000.0
programming,81935.04
web development,81935.04
data management,81935.04
compliance standards,81935.04
network systems,81935.04
user-friendly web pages,81935.04
data display,81935.04
computational efficiency,81935.04
cost/benefit analysis,81935.04
MySQL,81935.04
PHP,81935.04
Java,81935.04
R,81935.04
Perl,81935.04
HTML,81935.04
shell scripting,81935.04
Ruby on Rails,81935.04
Python,81935.04
XML,81935.04
CSS,81935.04
C++,81935.04
ASP,81935.04
XHTML,81935.04
CGI,81935.04
object-oriented programming,81935.04
relational databases,81935.04
web-based application security,81935.04
web administration,81935.04
clinical research data,81935.04
Full-Stack Software Engineer,160000.0
development,160000.0
documentation,160000.0
deployment packaging,160000.0
cloud-based,160000.0
hosted software applications,160000.0
UI/UX,160000.0
business layer,160000.0
test design,160000.0
deployment scripting,160000.0
data collection,55000.0
data processing,55000.0
data storage,55000.0
data dissemination,55000.0
questionnaire development,55000.0
user surveys,55000.0
online studies,55000.0
Linux operating systems,55000.0
shell scripting,55000.0
software development,55000.0
digital audio handling,55000.0
speech processing,55000.0
backend technology,55000.0
database management,55000.0
high-performance computing,55000.0
data models,55000.0
schemas,55000.0
legacy technology transformation,256800.0
end-to-end technical solution,256800.0
architecturally significant decisions,256800.0
portfolio Agile events,256800.0
non-functional requirements,256800.0
architecture governance,256800.0
technical guidance,256800.0
cloud native solutions,256800.0
supply chain management,256800.0
OOP/OOD with Java & Python,256800.0
software development,124250.0
programming skills,124250.0
Perl,124250.0
Python,124250.0
relational database technologies,124250.0
data warehousing principles,124250.0
Unix,124250.0
Linux command line tools,124250.0
Windows/Linux Operating System,124250.0
communication skills,124250.0
Python,225000.0
Linux,225000.0
Unix,225000.0
distributed systems,225000.0
Java,225000.0
PHP,225000.0
MySQL,225000.0
technical documentation,225000.0
software development,225000.0
problem-solving,225000.0
People Analytics,97500.0
Workday,97500.0
Data Analysis,97500.0
Communication,97500.0
Project Management,97500.0
Learning,97500.0
Data Privacy,97500.0
Tableau,97500.0
Python,97500.0
R Programming,97500.0
programming,57024.0
software development,57024.0
debugging,57024.0
flow charts,57024.0
diagrams,57024.0
testing,57024.0
signal processing,57024.0
image processing,57024.0
system architecture,57024.0
sensor systems,57024.0
machine learning,165350.0
architectures,165350.0
backend services,165350.0
GPU optimization,165350.0
model pipelines,165350.0
cloud service,165350.0
model serving,165350.0
analytical problem-solving,165350.0
communication skills,165350.0
team player,165350.0
trust and safety,187625.0
engineering,187625.0
content moderation,187625.0
system design,187625.0
architecture,187625.0
programming language,187625.0
problem-solving,187625.0
communication,187625.0
teamwork,187625.0
data structures,187625.0
DevOps,95700.0
Amazon Web Services,95700.0
Agile methodologies,95700.0
automation tools,95700.0
Terraform,95700.0
CloudFormation,95700.0
Ansible,95700.0
Git-based version control systems,95700.0
TS/SCI clearance,95700.0
Security+ CE,95700.0
Advanced Analytics,166119.0
Customer Behavior,166119.0
Analytics,166119.0
Marketing,166119.0
Customer Insights,166119.0
Data-driven,166119.0
Segmentation,166119.0
Predictive Modeling,166119.0
Big Data,166119.0
SQL,166119.0
Python programming,179520.0
SQL,179520.0
Database concepts,179520.0
AWS,179520.0
IAM,179520.0
S3,179520.0
EC2,179520.0
EMR,179520.0
Lambda,179520.0
Cloud Watch,179520.0
Airflow,179520.0
Databricks,179520.0
analysis,179520.0
problem solving,179520.0
troubleshooting,179520.0
root cause analysis,179520.0
code/configuration fix,179520.0
learning new technologies,179520.0
Technical Support,90000.0
Python,90000.0
Machine Learning,90000.0
Customer Support,90000.0
Problem Solving,90000.0
Software Applications,90000.0
Intercom,90000.0
GitHub,90000.0
Jira,90000.0
Remote Work,90000.0
Unity 3D,152650.0
data scientist,152650.0
machine learning,152650.0
C# coding,152650.0
AWS,152650.0
geospatial libraries,152650.0
external services,152650.0
security clearance,152650.0
MLOps,152650.0
Python,152650.0
Python,128832.0
Automation,128832.0
Legacy,128832.0
CI/CD,128832.0
Pipeline,128832.0
Jenkins,128832.0
Git,128832.0
Ansible,128832.0
Devops,128832.0
Script,128832.0
Computational Design,150000.0
Computation,150000.0
Design Paradigms,150000.0
Computational Geometry,150000.0
Computational Fabrication,150000.0
Computational Intelligence,150000.0
Computational Dynamics,150000.0
Generative Design,150000.0
Digital Design Tools,150000.0
Programming,150000.0
Lead Software Engineer,181125.0
visualizations,181125.0
dashboards,181125.0
technology,181125.0
product offerings,181125.0
Cloud Based,181125.0
AWS products & services,181125.0
metadata,181125.0
transformations,181125.0
validations,181125.0
agile team,181125.0
trusted market-leading technology products,181125.0
technical solutions,181125.0
business functions,181125.0
software solutions,181125.0
design,181125.0
development,181125.0
technical troubleshooting,181125.0
data analysis,181125.0
Tableau,181125.0
automation,181125.0
continuous delivery,181125.0
Software Development Life Cycle,181125.0
agile methodologies,181125.0
CI/CD,181125.0
Applicant Resiliency,181125.0
Security,181125.0
AWS technologies,181125.0
Terraform,181125.0
Athena,181125.0
Gluescript,181125.0
Snowflake,181125.0
financial services industry,181125.0
IT systems,181125.0
cloud native experience,181125.0
Python coding,181125.0
backend services,161975.0
Java,161975.0
Golang,161975.0
Python,161975.0
C++,161975.0
data structure,161975.0
algorithm design,161975.0
networking,161975.0
data security,161975.0
highly scalable systems design,161975.0
Bioinformatics,105000.0
Biostatistics,105000.0
Statistics,105000.0
JMP,105000.0
SAS,105000.0
R,105000.0
ATACseq,105000.0
RNAseq,105000.0
DNAseq,105000.0
Statistical Analysis,105000.0
Machine Learning,105000.0
Data Wrangling,105000.0
Data Visualization,105000.0
*nix System Bash Pipeline,105000.0
Markdown,105000.0
Version Control Systems,105000.0
Biochemistry,105000.0
Algorithms/Complexity Theory,105000.0
Hypothesis Testing,105000.0
Regression,105000.0
Model Selection,105000.0
Generalized Linear Models,105000.0
PCA,105000.0
Cluster Analysis,105000.0
Meta-analysis,105000.0
Large-scale Data Manipulation,105000.0
Interpretation of Results,105000.0
Computational Skills,105000.0
Data Models,105000.0
Reusable Scripts/Packages/Applications,105000.0
Python,105000.0
Mathematical Programming Packages,105000.0
Teamwork,105000.0
Time Management,105000.0
Interpersonal Skills,105000.0
Problem Solving,105000.0
Conflict Resolution,105000.0
Publication/Grants Writing,105000.0
Word,105000.0
Excel,105000.0
PowerPoint,105000.0
Study Design,105000.0
Data Cleaning,105000.0
Data Processing,105000.0
Normalization,105000.0
Analysis,105000.0
Visualization,105000.0
Genome Analysis,105000.0
Metagenome Analysis,105000.0
Transcriptome Analysis,105000.0
Pathway Analysis,105000.0
Gene Functional Analysis,105000.0
Public Databases,105000.0
NCBI,105000.0
Data Processing Methods,105000.0
Bathymetry/GIS Developer,74000.0
Backend Python Developer,74000.0
software development,74000.0
hydrographic science,74000.0
data model,74000.0
workflow development,74000.0
Geographic Information Systems,74000.0
data analysis,74000.0
GIS,74000.0
data management,74000.0
Python,74000.0
PostgreSQL,74000.0
QGIS,74000.0
databases,74000.0
queries,74000.0
geospatial applications,74000.0
GDAL,74000.0
OGC web services,74000.0
horizontal and vertical datums,74000.0
transformations,74000.0
point and raster data,74000.0
version control,74000.0
Git,74000.0
mapping standards,74000.0
data management and access,74000.0
container-based software development,74000.0
communication skills,74000.0
Full stack,127628.16
Sr. Dot Net Developer,127628.16
Application integration engineer,127628.16
Software development lifecycle,127628.16
.NET,127628.16
Bootstrap,127628.16
Angular,127628.16
MVC,127628.16
SQL database,127628.16
User authentication,127628.16
Authorization mechanisms,127628.16
Role-based access control,127628.16
Data analysis,127628.16
Data mapping,127628.16
ASP.NET,127628.16
Web Forms,127628.16
C#,127628.16
.NET Core,127628.16
Object Oriented Java Script,127628.16
Angular 5,127628.16
Bootstrap,127628.16
JQuery,127628.16
Oracle,127628.16
Microsoft SQL Server,127628.16
Azure DevOp,127628.16
Python,127628.16
Analytical skills,127628.16
Problem-solving skills,127628.16
Communication skills,127628.16
Project management,127628.16
Unstructured environments,127628.16
data culture,104000.0
reporting,104000.0
analytics,104000.0
data solutions,104000.0
survey execution,104000.0
workforce insights,104000.0
HR data,104000.0
advanced analytics,104000.0
workforce reporting,104000.0
partnerships,104000.0
backend data engineering,170000.0
automation,170000.0
data pipeline management,170000.0
system integrations,170000.0
ETL processes,170000.0
data science,170000.0
AI,170000.0
engineering technologies,170000.0
product architecture,170000.0
database optimization,170000.0
development,49999.5
high-quality,49999.5
tools,49999.5
product platform,49999.5
integration,49999.5
deployment,49999.5
product feature set,49999.5
implementation,49999.5
code,49999.5
scalable,49999.5
maintainable,49999.5
secure,49999.5
business requirements,49999.5
quality,49999.5
performance,49999.5
agile,49999.5
next-generation security products,49999.5
bachelor's degree,49999.5
software development life cycle,49999.5
Java development,49999.5
SQL,49999.5
Linux,49999.5
analytical problem-solving,49999.5
quick learning,49999.5
independent management,49999.5
leading a development team,49999.5
JavaScript,49999.5
Python,49999.5
Go,49999.5
Ruby,49999.5
Bash,49999.5
scalable systems,49999.5
high availability systems,49999.5
Kubernetes,49999.5
Kafka,49999.5
containers,49999.5
web services,49999.5
Service Oriented Architecture,49999.5
creativity,49999.5
innovation,49999.5
work-life balance,49999.5
flexible working hours,49999.5
remote,49999.5
Business Intelligence,83052.5
Data Analytics,83052.5
Data Modeling,83052.5
BI Tools,83052.5
SQL,83052.5
Python,83052.5
R,83052.5
Communication,83052.5
Analytical,83052.5
Problem-solving,83052.5
Backend Development,84999.5
APIs,84999.5
Cross-functional Collaboration,84999.5
Authentication,84999.5
Database Management,84999.5
Streaming Data Services,84999.5
Software Scaling,84999.5
Third Party API Integration,84999.5
SQL,84999.5
NoSQL,84999.5
data analysis,92928.0
data synthesis,92928.0
meditech reports,92928.0
meditech structure knowledge,92928.0
data repositories,92928.0
operational dashboards,92928.0
performance indicators,92928.0
data mining,92928.0
business intelligence,92928.0
SQL,92928.0
JavaScript,92928.0
node.js,92928.0
Python,92928.0
R,92928.0
MS Report Builder,92928.0
MS Power BI,92928.0
MS 365,92928.0
HL7,92928.0
FHIR,92928.0
Mirth Connect,92928.0
Business Intelligence,139500.0
Experimentation,139500.0
Marketing Analytics,139500.0
Data Integration,139500.0
Data Infrastructure,139500.0
Data Analysis,139500.0
Decision Support,139500.0
Communication Skills,139500.0
SQL,139500.0
Project Management,139500.0
automated test scripts,121440.0
test automation framework,121440.0
technology stack,121440.0
front-end,121440.0
back-end,121440.0
web services,121440.0
mobile devices,121440.0
open-source tools,121440.0
commercial tools,121440.0
Regression testing,121440.0
Integration testing,121440.0
progression testing,121440.0
Selenium,121440.0
test plan,121440.0
test framework,121440.0
Integrated Development Environment,121440.0
test plans,121440.0
test designs,121440.0
test strategies,121440.0
C#,121440.0
Python,121440.0
JavaScript,121440.0
NUnit,121440.0
API testing,121440.0
REST Assured,121440.0
RestSharp,121440.0
jMeter,121440.0
ITSM,121440.0
CI/CD tools,121440.0
Jenkins,121440.0
Bit bucket,121440.0
Github,121440.0
Azure devops,121440.0
JIRA,121440.0
508 testing,121440.0
Automation certification,121440.0
SQL,121440.0
Remote,121440.0
backend services,162080.0
Java,162080.0
Golang,162080.0
Python,162080.0
C++,162080.0
data structure,162080.0
algorithm design,162080.0
networking,162080.0
data security,162080.0
highly scalable systems design,162080.0
Finance,103950.0
Value creation,103950.0
Business drivers,103950.0
Financial planning,103950.0
Forecasting,103950.0
Analytical skills,103950.0
Quantitative approach,103950.0
Pricing strategies,103950.0
Business assessment,103950.0
Capital expenditures,103950.0
financial crime compliance,116250.0
transaction monitoring,116250.0
sanctions compliance,116250.0
KYC/CDD,116250.0
blockchain analysis,116250.0
fraud prevention,116250.0
BSA/AML,116250.0
sanctions technology solutions,116250.0
data analysis,116250.0
database management,116250.0
C/C++,122000.0
UNIX/Linux,122000.0
Version Control,122000.0
SQL,122000.0
Problem Solving,122000.0
Communication Skills,122000.0
Learning,122000.0
Attention to Detail,122000.0
Scripting Languages,122000.0
TCP/IP Programming,122000.0
Financial Controller,114000.0
Loan Loss Reserve,114000.0
Model Updates,114000.0
UAT,114000.0
Ad hoc Research,114000.0
Baseline Process,114000.0
SAS,114000.0
Python,114000.0
Tableau,114000.0
Financial Analysis,114000.0
R&D,90500.0
semiconductor industry,90500.0
software tools,90500.0
design architecture,90500.0
programming skills,90500.0
problem-solving skills,90500.0
Digital Design,90500.0
Data Structures,90500.0
Algorithm,90500.0
Design Patterns,90500.0
software development life cycles,90500.0
HDL languages,90500.0
VHDL,90500.0
Verilog,90500.0
System Verilog,90500.0
Unified Power Format,90500.0
logic synthesis,90500.0
placement-and-route,90500.0
agile software development,90500.0
English skills,90500.0
German,90500.0
Controls Engineer,120000.0
custom automation,120000.0
sales professionals,120000.0
managers,120000.0
designers,120000.0
builders,120000.0
hardware design,120000.0
software design,120000.0
AutoCAD,120000.0
power distribution,120000.0
PLC,120000.0
panel layouts,120000.0
console layouts,120000.0
pneumatics,120000.0
hydraulics,120000.0
instrumentation,120000.0
software documentation,120000.0
budget management,120000.0
schedule management,120000.0
problem-solving,120000.0
training facilitation,120000.0
project scheduling,120000.0
software debugging,120000.0
installation,120000.0
PLC - Allen Bradley,120000.0
PLC - Siemens,120000.0
PLC - Square D,120000.0
HMI - Allen Bradley,120000.0
HMI - Siemens,120000.0
Communications - Allen Bradley,120000.0
Communications - Siemens,120000.0
Variable Frequency Drives - Allen Bradley,120000.0
Variable Frequency Drives - SEW Eurodrive,120000.0
Robotics - FANUC,120000.0
Robotics - Epson,120000.0
Robotics - Yaskawa,120000.0
Robotics - Denso,120000.0
Robotics - Kuka,120000.0
Robotics - Kawasaki,120000.0
Linear Actuators - Intelligent Actuator,120000.0
Linear Actuators - Festo,120000.0
